"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 18 10:49:27 CEST 2023","Mon Sep 18 10:49:31 CEST 2023","4012","","My Login application","","","","should login with valid credentials",""
